Transporter,Address,Numbers,Contact Person
JALANDHAR DELHI GOODS TRANSPORT PVT.LTD.,"scf-38- shaheed bhagat singh park jalandhar , jalandhar","Contact No : , 2457265,",Contact Person : NULL
SINGHAL TRANSPORT CORPORATION,"32- new gopal nagar- new grain market road , jalandhar","Contact No : , 2255853,",Contact Person : NULL
ICICI PRUDENTIAL LIFE INSURANCE CO. LTD.,"4th floor� b.m.c. chowk- jalandhar -144001 , jalandhar","Contact No : 9815977766, ,",Contact Person : NULL
HIMALYA ROADWAYS (INDIA),"3b- patel chowk jalandhar , jalandhar","Contact No : 9357212071, 5004573,",Contact Person : NULL
ASSOCIATED ROAD CARRIERS,"near tagore hospital�g.t. road- jalandhar -144001 , jalandhar","Contact No : , 0181 , 2470498, 8576087835",Contact Person : NULL
SARNA TRANSPORT CORPORATION,"33- kapurthala road jalandhar jalandhar , jalandhar","Contact No : 9357253061, 4624601,",Contact Person : NULL
KATARIA CARRYING CORPORATION,"patel chowk jalandhar , jalandhar","Contact No : 9815258703, ,",Contact Person : NULL
NORT WEST ROADLINES PVT.LTD.,"189- ind.ara jalandhar , jalandhar","Contact No : 9256811880, ,",Contact Person : NULL
ORIENTAL INSURANCE,"1- 32� g.t. road- jalandhar -144001 , jalandhar","Contact No : , 0181 , 2225684, 0181 , 2225476,",Contact Person : NULL
ACUMEN OVERSEAS PVT. LTD.,"no. 17- 1st floor� kalyan singh bhatia complex�ladowali road- jalandhar -144001 , jalandhar","Contact No : , 0181 , 5087103, 0181 , 5064774,",Contact Person : NULL
JAI SHANKAR ROADLINES,"e-9- ind area jalandhar , jalandhar","Contact No : 9316498126, 3244366,",Contact Person : NULL
RAJ OVERSEAS CARGO CARRIERS,"s.no.4- gali gulla ground jalandhar , jalandhar","Contact No : 9316444443, 3291156,",Contact Person : NULL
INTERNATIONAL TRANSPORT CO.,"care of hotel international� - g.t. road�ranjeet nagar- jalandhar -144001 , jalandhar","Contact No : 9815481174, 0181 , 2237910,",Contact Person : raj
THE KARTAR GOODS CARRIERS PVT.LTD.,"thakur building 1- patel chowk jalandhar , jalandhar","Contact No : , 2621821,",Contact Person : NULL
RCC TRANSPORT COMPANY PVT.LTD.,"banda bahadur nagar patel park jalandhar , jalandhar","Contact No : 9414862367, 2621958,",Contact Person : NULL
JALANDHAR LUDHIANA TRANSPORT CO.,"kapurthala road- jalandhar -144001 , jalandhar","Contact No : , 0181 , 2620374,",Contact Person : NULL
MASTER TRANSPORT COMPANY,"113- transport nagar jalandhar , jalandhar","Contact No : , 2600888,",Contact Person : NULL
AHALIA MONEY EXCHANGE & FINANCIAL SERVICES PVT LTD,"no. 8-b- 1st floor� g.t. road- jalandhar -144001 , jalandhar","Contact No : , 0181 , 4622472,",Contact Person : NULL
NEW SHARMA GOLDEN TRANSPORT COMPANY,"kailash ashram market tanda road jalandhar , jalandhar","Contact No : 9872009935, 5003331,",Contact Person : NULL
NEW BHAGAWATI ROADWAYS,"71- kaputhala jalandhar , jalandhar","Contact No : 9357212281, 2621962,",Contact Person : NULL
KHUSHDIL GOODS TRANSPORT COMPANY (REGD.),"near union bank of india jalandhar , jalandhar","Contact No : , 5079906,",Contact Person : NULL
BOMBAY JALANDHAR TRANSPORT CO.,"near work shop chowk gulab devi jalandhar , jalandhar","Contact No : 9316577758, ,",Contact Person : NULL
MOONLIGHT FREIGHT CARRIERS,"7- patel chowk jalandhar , jalandhar","Contact No : 9818806604, 2620829,",Contact Person :
BALJIT RAI CONSULTANT,"adjoining baba balknath mandir- basti sheikh�raja garden- jalandhar -144002 , jalandhar","Contact No : 9872088299, ,",Contact Person : NULL
DOABA ROADWAYS (REGD.),"jail link road jalandhar , jalandhar","Contact No : , 2621901,",Contact Person : NULL
VIJAY PACKERS & LOGISTICS,"chandigarh road , jalandhar","Contact No : 9317888813, ,",Contact Person : NULL
S.MALHOTRA ROADLINES,"33- kapurthala road jalandhar , jalandhar","Contact No : 9814018257, 5072991,",Contact Person : NULL
GREEN CARRIERS & CONT. DELHI PVT.LTD.,"55- kaputhala road jalandhar , jalandhar","Contact No : 7307453830, 2620873,",Contact Person : NULL
STATE CARGO PACKER& TANSPORT,"near tagore hospital , jalandhar","Contact No : 9569531895, 9569031895,",Contact Person : surender kumar
